"","disease","state","year","weeks_reporting","count","population"
"15599","Polio","Wyoming",2004,46,34,521635
"15600","Polio","Wyoming",2005,49,48,528557
"15601","Polio","Wyoming",2006,49,47,535490
"15602","Polio","Wyoming",2007,49,18,542448
"15603","Polio","Wyoming",2008,37,14,549445
"15604","Polio","Wyoming",2009,38,20,556499
"15605","Polio","Wyoming",2010,43,6,563626
"15606","Polio","Wyoming",2011,41,7,570841
"15607","Rubella","Alabama",1966,31,112,3345787
"15608","Rubella","Alabama",1967,27,214,3364130
"15609","Rubella","Alabama",1968,33,404,3386068
"15610","Rubella","Alabama",1969,36,136,3412450
"15611","Rubella","Alabama",1970,51,380,3444165
"15612","Rubella","Alabama",1971,51,226,3481798
"15613","Rubella","Alabama",1972,46,68,3524543
"15614","Rubella","Alabama",1973,49,220,3571209
"15615","Rubella","Alabama",1974,49,65,3620548
"15616","Rubella","Alabama",1975,51,23,3671246
"15617","Rubella","Alabama",1976,30,2,3721914
"15618","Rubella","Alabama",1977,49,109,3771085
"15619","Rubella","Alabama",1978,45,31,3817217
"15620","Rubella","Alabama",1979,51,44,3858703
"15621","Rubella","Alabama",1980,44,4,3893888
"15622","Rubella","Alabama",1981,25,1,3921581
"15623","Rubella","Alabama",1982,0,0,3942588
"15624","Rubella","Alabama",1983,29,1,3958271
"15625","Rubella","Alabama",1984,36,3,3970041
"15626","Rubella","Alabama",1985,0,0,3979341
"15627","Rubella","Alabama",1986,0,0,3987637
"15628","Rubella","Alabama",1987,0,0,3996407
"15629","Rubella","Alabama",1988,0,0,4007144
"15630","Rubella","Alabama",1989,16,1,4021358
"15631","Rubella","Alabama",1990,3,1,4040587
"15632","Rubella","Alabama",1991,0,0,4066003
"15633","Rubella","Alabama",1992,0,0,4097169
"15634","Rubella","Alabama",1993,0,0,4133242
"15635","Rubella","Alabama",1994,0,0,4173361
"15636","Rubella","Alabama",1995,0,0,4216645
"15637","Rubella","Alabama",1996,29,2,4262177
"15638","Rubella","Alabama",1997,0,0,4309007
"15639","Rubella","Alabama",1998,10,0,4356137
"15640","Rubella","Alabama",1999,33,1,4402529
"15641","Rubella","Alabama",2000,37,3,4447100
"15642","Rubella","Alabama",2001,0,0,4488959
"15643","Rubella","Alabama",2002,0,0,4528129
"15644","Rubella","Alabama",2003,0,0,4564878
"15645","Rubella","Alaska",1966,36,112,268476
"15646","Rubella","Alaska",1967,40,316,276180
"15647","Rubella","Alaska",1968,43,289,284068
"15648","Rubella","Alaska",1969,37,466,292136
"15649","Rubella","Alaska",1970,49,85,300382
"15650","Rubella","Alaska",1971,49,41,308810
"15651","Rubella","Alaska",1972,41,28,317458
"15652","Rubella","Alaska",1973,36,29,326376
"15653","Rubella","Alaska",1974,0,0,335621
"15654","Rubella","Alaska",1975,2,1,345253
"15655","Rubella","Alaska",1976,25,3,355341
"15656","Rubella","Alaska",1977,33,1,365958
"15657","Rubella","Alaska",1978,40,12,377187
"15658","Rubella","Alaska",1979,43,4,389118
"15659","Rubella","Alaska",1980,45,12,401851
"15660","Rubella","Alaska",1981,18,1,415458
"15661","Rubella","Alaska",1982,44,5,429850
"15662","Rubella","Alaska",1983,22,1,444879
"15663","Rubella","Alaska",1984,27,1,460375
"15664","Rubella","Alaska",1985,32,1,476138
"15665","Rubella","Alaska",1986,0,0,491942
"15666","Rubella","Alaska",1987,29,2,507531
"15667","Rubella","Alaska",1988,0,0,522622
"15668","Rubella","Alaska",1989,0,0,536903
"15669","Rubella","Alaska",1990,0,0,550043
"15670","Rubella","Alaska",1991,17,3,561769
"15671","Rubella","Alaska",1992,0,0,572122
"15672","Rubella","Alaska",1993,43,0,581250
"15673","Rubella","Alaska",1994,32,1,589317
"15674","Rubella","Alaska",1995,0,0,596513
"15675","Rubella","Alaska",1996,0,0,603039
"15676","Rubella","Alaska",1997,0,0,609112
"15677","Rubella","Alaska",1998,0,0,614959
"15678","Rubella","Alaska",1999,0,0,620817
"15679","Rubella","Alaska",2000,0,0,626932
"15680","Rubella","Alaska",2001,0,0,633510
"15681","Rubella","Alaska",2002,0,0,640570
"15682","Rubella","Alaska",2003,0,0,648078
"15683","Rubella","Arizona",1966,50,2574,1572291
"15684","Rubella","Arizona",1967,43,976,1615310
"15685","Rubella","Arizona",1968,50,700,1661517
"15686","Rubella","Arizona",1969,49,818,1712707
"15687","Rubella","Arizona",1970,51,621,1770900
"15688","Rubella","Arizona",1971,52,401,1837891
"15689","Rubella","Arizona",1972,49,367,1913632
"15690","Rubella","Arizona",1973,44,27,1997501
"15691","Rubella","Arizona",1974,11,2,2088732
"15692","Rubella","Arizona",1975,49,2,2186365
"15693","Rubella","Arizona",1976,0,0,2289201
"15694","Rubella","Arizona",1977,35,49,2395761
"15695","Rubella","Arizona",1978,50,97,2504256
"15696","Rubella","Arizona",1979,49,114,2612561
"15697","Rubella","Arizona",1980,46,41,2718215
"15698","Rubella","Arizona",1981,44,22,2819039
"15699","Rubella","Arizona",1982,46,29,2915148
"15700","Rubella","Arizona",1983,46,8,3007444
"15701","Rubella","Arizona",1984,20,4,3097045
"15702","Rubella","Arizona",1985,45,1,3185267
"15703","Rubella","Arizona",1986,34,2,3273618
"15704","Rubella","Arizona",1987,33,5,3363792
"15705","Rubella","Arizona",1988,0,0,3457679
"15706","Rubella","Arizona",1989,0,0,3557380
"15707","Rubella","Arizona",1990,30,31,3665228
"15708","Rubella","Arizona",1991,16,2,3783229
"15709","Rubella","Arizona",1992,30,1,3911122
"15710","Rubella","Arizona",1993,32,1,4047937
"15711","Rubella","Arizona",1994,0,0,4192532
"15712","Rubella","Arizona",1995,44,5,4343559
"15713","Rubella","Arizona",1996,39,1,4499438
"15714","Rubella","Arizona",1997,35,7,4658333
"15715","Rubella","Arizona",1998,39,2,4818136
"15716","Rubella","Arizona",1999,35,11,4976457
"15717","Rubella","Arizona",2000,27,1,5130632
"15718","Rubella","Arizona",2001,0,0,5278300
"15719","Rubella","Arizona",2002,0,0,5419266
"15720","Rubella","Arizona",2003,0,0,5554021
"15721","Rubella","Arkansas",1966,7,10,1826028
"15722","Rubella","Arkansas",1967,8,17,1844745
"15723","Rubella","Arkansas",1968,3,4,1867112
"15724","Rubella","Arkansas",1969,3,199,1893248
"15725","Rubella","Arkansas",1970,41,38,1923295
"15726","Rubella","Arkansas",1971,49,338,1957252
"15727","Rubella","Arkansas",1972,44,73,1994452
"15728","Rubella","Arkansas",1973,45,104,2034009
"15729","Rubella","Arkansas",1974,47,8,2074967
"15730","Rubella","Arkansas",1975,28,1,2116289
"15731","Rubella","Arkansas",1976,41,154,2156856
"15732","Rubella","Arkansas",1977,39,3,2195463
"15733","Rubella","Arkansas",1978,48,58,2230829
"15734","Rubella","Arkansas",1979,37,8,2261613
"15735","Rubella","Arkansas",1980,47,5,2286435
"15736","Rubella","Arkansas",1981,27,7,2304331
"15737","Rubella","Arkansas",1982,28,1,2316088
"15738","Rubella","Arkansas",1983,0,0,2322996
"15739","Rubella","Arkansas",1984,49,3,2326399
"15740","Rubella","Arkansas",1985,49,1,2327671
"15741","Rubella","Arkansas",1986,4,1,2328197
"15742","Rubella","Arkansas",1987,37,2,2329366
"15743","Rubella","Arkansas",1988,44,4,2332569
"15744","Rubella","Arkansas",1989,8,1,2339212
"15745","Rubella","Arkansas",1990,33,3,2350725
"15746","Rubella","Arkansas",1991,39,1,2368201
"15747","Rubella","Arkansas",1992,0,0,2391223
"15748","Rubella","Arkansas",1993,0,0,2418991
"15749","Rubella","Arkansas",1994,0,0,2450696
"15750","Rubella","Arkansas",1995,10,0,2485501
"15751","Rubella","Arkansas",1996,0,0,2522529
"15752","Rubella","Arkansas",1997,2,3,2560848
"15753","Rubella","Arkansas",1998,0,0,2599475
"15754","Rubella","Arkansas",1999,12,2,2637361
"15755","Rubella","Arkansas",2000,0,0,2673400
"15756","Rubella","Arkansas",2001,0,0,2706668
"15757","Rubella","Arkansas",2002,0,0,2737163
"15758","Rubella","Arkansas",2003,0,0,2765142
"15759","Rubella","California",1966,50,2808,18429575
"15760","Rubella","California",1967,50,9062,18831882
"15761","Rubella","California",1968,52,4890,19219725
"15762","Rubella","California",1969,51,6041,19593348
"15763","Rubella","California",1970,51,5253,19953134
"15764","Rubella","California",1971,52,8384,20300216
"15765","Rubella","California",1972,49,4795,20638390
"15766","Rubella","California",1973,50,2518,20972407
"15767","Rubella","California",1974,50,1430,21307362
"15768","Rubella","California",1975,52,1440,21648695
"15769","Rubella","California",1976,52,860,22002198
"15770","Rubella","California",1977,50,1836,22374038
"15771","Rubella","California",1978,52,983,22770801
"15772","Rubella","California",1979,52,1758,23199549
"15773","Rubella","California",1980,51,801,23667902
"15774","Rubella","California",1981,47,475,24181703
"15775","Rubella","California",1982,51,1239,24737390
"15776","Rubella","California",1983,50,266,25328529
"15777","Rubella","California",1984,51,161,25948031
"15778","Rubella","California",1985,52,130,26588046
"15779","Rubella","California",1986,50,225,27239883
"15780","Rubella","California",1987,49,122,27893955
"15781","Rubella","California",1988,51,73,28539754
"15782","Rubella","California",1989,50,113,29165865
"15783","Rubella","California",1990,50,465,29760021
"15784","Rubella","California",1991,48,222,30311890
"15785","Rubella","California",1992,49,42,30821629
"15786","Rubella","California",1993,49,40,31292538
"15787","Rubella","California",1994,47,24,31728420
"15788","Rubella","California",1995,48,21,32133526
"15789","Rubella","California",1996,47,48,32512506
"15790","Rubella","California",1997,43,15,32870358
"15791","Rubella","California",1998,33,2,33212395
"15792","Rubella","California",1999,37,5,33544208
"15793","Rubella","California",2000,32,11,33871648
"15794","Rubella","California",2001,1,0,34199784
"15795","Rubella","California",2002,29,2,34529758
"15796","Rubella","California",2003,0,0,34861711
"15797","Rubella","Colorado",1966,48,743,2008407
"15798","Rubella","Colorado",1967,50,1811,2053164
"15799","Rubella","Colorado",1968,50,887,2100603
"15800","Rubella","Colorado",1969,51,1375,2151635
"15801","Rubella","Colorado",1970,50,432,2207259
"15802","Rubella","Colorado",1971,52,328,2268242
"15803","Rubella","Colorado",1972,46,531,2334054
"15804","Rubella","Colorado",1973,50,1287,2403738
"15805","Rubella","Colorado",1974,47,130,2476210
"15806","Rubella","Colorado",1975,50,136,2550245
"15807","Rubella","Colorado",1976,49,31,2624457
"15808","Rubella","Colorado",1977,50,286,2697303
"15809","Rubella","Colorado",1978,48,36,2767084
"15810","Rubella","Colorado",1979,47,32,2831958
"15811","Rubella","Colorado",1980,42,12,2889964
"15812","Rubella","Colorado",1981,41,26,2939663
"15813","Rubella","Colorado",1982,44,6,2982055
"15814","Rubella","Colorado",1983,13,1,3018900
"15815","Rubella","Colorado",1984,34,2,3052100
"15816","Rubella","Colorado",1985,0,0,3083671
"15817","Rubella","Colorado",1986,27,1,3115721
"15818","Rubella","Colorado",1987,0,0,3150449
"15819","Rubella","Colorado",1988,41,3,3190156
"15820","Rubella","Colorado",1989,6,1,3237270
"15821","Rubella","Colorado",1990,34,4,3294394
"15822","Rubella","Colorado",1991,16,2,3363642
"15823","Rubella","Colorado",1992,17,2,3444391
"15824","Rubella","Colorado",1993,9,0,3535251
"15825","Rubella","Colorado",1994,0,0,3634710
"15826","Rubella","Colorado",1995,1,1,3741086
"15827","Rubella","Colorado",1996,32,3,3852482
"15828","Rubella","Colorado",1997,0,0,3966754
"15829","Rubella","Colorado",1998,0,0,4081485
"15830","Rubella","Colorado",1999,16,3,4193978
"15831","Rubella","Colorado",2000,34,1,4301261
"15832","Rubella","Colorado",2001,18,1,4400742
"15833","Rubella","Colorado",2002,0,0,4492257
"15834","Rubella","Colorado",2003,0,0,4576377
"15835","Rubella","Connecticut",1966,50,2195,2874698
"15836","Rubella","Connecticut",1967,50,1825,2922078
"15837","Rubella","Connecticut",1968,52,3039,2964628
"15838","Rubella","Connecticut",1969,50,1643,3001466
"15839","Rubella","Connecticut",1970,51,621,3031709
"15840","Rubella","Connecticut",1971,52,461,3054792
"15841","Rubella","Connecticut",1972,48,270,3071418
"15842","Rubella","Connecticut",1973,49,906,3082659
"15843","Rubella","Connecticut",1974,50,429,3089639
"15844","Rubella","Connecticut",1975,51,312,3093513
"15845","Rubella","Connecticut",1976,51,133,3095453
"15846","Rubella","Connecticut",1977,49,343,3096643
"15847","Rubella","Connecticut",1978,51,215,3098267
"15848","Rubella","Connecticut",1979,47,258,3101513
"15849","Rubella","Connecticut",1980,48,22,3107576
"15850","Rubella","Connecticut",1981,37,12,3117363
"15851","Rubella","Connecticut",1982,33,5,3130581
"15852","Rubella","Connecticut",1983,5,2,3146641
"15853","Rubella","Connecticut",1984,6,1,3164947
"15854","Rubella","Connecticut",1985,30,4,3184895
"15855","Rubella","Connecticut",1986,31,1,3205868
"15856","Rubella","Connecticut",1987,0,0,3227234
"15857","Rubella","Connecticut",1988,0,0,3248344
"15858","Rubella","Connecticut",1989,0,0,3268532
"15859","Rubella","Connecticut",1990,38,3,3287116
"15860","Rubella","Connecticut",1991,22,1,3303573
"15861","Rubella","Connecticut",1992,30,1,3318064
"15862","Rubella","Connecticut",1993,0,0,3330930
"15863","Rubella","Connecticut",1994,27,3,3342519
"15864","Rubella","Connecticut",1995,32,24,3353188
"15865","Rubella","Connecticut",1996,49,6,3363299
"15866","Rubella","Connecticut",1997,1,1,3373219
"15867","Rubella","Connecticut",1998,40,16,3383318
"15868","Rubella","Connecticut",1999,0,0,3393974
"15869","Rubella","Connecticut",2000,40,1,3405565
"15870","Rubella","Connecticut",2001,0,0,3418395
"15871","Rubella","Connecticut",2002,0,0,3432433
"15872","Rubella","Connecticut",2003,0,0,3447563
"15873","Rubella","Delaware",1966,20,53,516402
"15874","Rubella","Delaware",1967,24,74,525460
"15875","Rubella","Delaware",1968,37,150,533755
"15876","Rubella","Delaware",1969,34,197,541297
"15877","Rubella","Delaware",1970,49,46,548104
"15878","Rubella","Delaware",1971,47,51,554209
"15879","Rubella","Delaware",1972,43,13,559693
"15880","Rubella","Delaware",1973,40,20,564659
"15881","Rubella","Delaware",1974,46,61,569211
"15882","Rubella","Delaware",1975,51,21,573460
"15883","Rubella","Delaware",1976,48,14,577523
"15884","Rubella","Delaware",1977,43,43,581518
"15885","Rubella","Delaware",1978,51,37,585568
"15886","Rubella","Delaware",1979,41,6,589798
"15887","Rubella","Delaware",1980,23,0,594338
"15888","Rubella","Delaware",1981,25,2,599301
"15889","Rubella","Delaware",1982,31,0,604720
"15890","Rubella","Delaware",1983,0,0,610606
"15891","Rubella","Delaware",1984,7,2,616972
"15892","Rubella","Delaware",1985,28,1,623834
"15893","Rubella","Delaware",1986,0,0,631207
"15894","Rubella","Delaware",1987,33,2,639107
"15895","Rubella","Delaware",1988,0,0,647554
"15896","Rubella","Delaware",1989,0,0,656568
"15897","Rubella","Delaware",1990,0,0,666168
"15898","Rubella","Delaware",1991,0,0,676364
"15899","Rubella","Delaware",1992,0,0,687107
"15900","Rubella","Delaware",1993,36,2,698329
"15901","Rubella","Delaware",1994,0,0,709960
"15902","Rubella","Delaware",1995,0,0,721921
"15903","Rubella","Delaware",1996,0,0,734132
"15904","Rubella","Delaware",1997,0,0,746502
"15905","Rubella","Delaware",1998,0,0,758939
"15906","Rubella","Delaware",1999,0,0,771341
"15907","Rubella","Delaware",2000,12,1,783600
"15908","Rubella","Delaware",2001,8,0,795628
"15909","Rubella","Delaware",2002,2,0,807429
"15910","Rubella","Delaware",2003,0,0,819034
"15911","Rubella","District Of Columbia",1966,12,15,767479
"15912","Rubella","District Of Columbia",1967,7,7,767400
"15913","Rubella","District Of Columbia",1968,10,14,765853
"15914","Rubella","District Of Columbia",1969,30,159,762372
"15915","Rubella","District Of Columbia",1970,49,21,756510
"15916","Rubella","District Of Columbia",1971,45,8,748020
"15917","Rubella","District Of Columbia",1972,33,6,737335
"15918","Rubella","District Of Columbia",1973,45,4,725053
"15919","Rubella","District Of Columbia",1974,38,4,711746
"15920","Rubella","District Of Columbia",1975,0,0,697960
"15921","Rubella","District Of Columbia",1976,43,46,684201
"15922","Rubella","District Of Columbia",1977,0,0,670939
"15923","Rubella","District Of Columbia",1978,45,1,658610
"15924","Rubella","District Of Columbia",1979,34,1,647615
"15925","Rubella","District Of Columbia",1980,18,0,638333
"15926","Rubella","District Of Columbia",1981,0,0,631010
"15927","Rubella","District Of Columbia",1982,0,0,625419
"15928","Rubella","District Of Columbia",1983,0,0,621237
"15929","Rubella","District Of Columbia",1984,0,0,618158
"15930","Rubella","District Of Columbia",1985,0,0,615889
"15931","Rubella","District Of Columbia",1986,0,0,614147
"15932","Rubella","District Of Columbia",1987,14,1,612651
"15933","Rubella","District Of Columbia",1988,0,0,611127
"15934","Rubella","District Of Columbia",1989,0,0,609299
"15935","Rubella","District Of Columbia",1990,34,1,606900
"15936","Rubella","District Of Columbia",1991,33,1,603744
"15937","Rubella","District Of Columbia",1992,40,1,599967
"15938","Rubella","District Of Columbia",1993,0,0,595785
"15939","Rubella","District Of Columbia",1994,0,0,591406
"15940","Rubella","District Of Columbia",1995,0,0,587034
"15941","Rubella","District Of Columbia",1996,34,2,582869
"15942","Rubella","District Of Columbia",1997,16,1,579101
"15943","Rubella","District Of Columbia",1998,0,0,575921
"15944","Rubella","District Of Columbia",1999,0,0,573512
"15945","Rubella","District Of Columbia",2000,0,0,572059
"15946","Rubella","District Of Columbia",2001,0,0,571698
"15947","Rubella","District Of Columbia",2002,0,0,572365
"15948","Rubella","District Of Columbia",2003,0,0,573947
"15949","Rubella","Florida",1966,46,1410,6076182
"15950","Rubella","Florida",1967,50,1147,6241386
"15951","Rubella","Florida",1968,48,1474,6411565
"15952","Rubella","Florida",1969,51,1988,6592214
"15953","Rubella","Florida",1970,51,3339,6789443
"15954","Rubella","Florida",1971,52,1799,7008662
"15955","Rubella","Florida",1972,49,1861,7250063
"15956","Rubella","Florida",1973,51,1048,7512296
"15957","Rubella","Florida",1974,49,196,7793754
"15958","Rubella","Florida",1975,51,180,8092494
"15959","Rubella","Florida",1976,50,60,8406176
"15960","Rubella","Florida",1977,46,196,8732000
"15961","Rubella","Florida",1978,49,192,9066647
"15962","Rubella","Florida",1979,51,202,9406243
"15963","Rubella","Florida",1980,50,104,9746324
"15964","Rubella","Florida",1981,45,77,10082727
"15965","Rubella","Florida",1982,46,25,10414526
"15966","Rubella","Florida",1983,46,73,10741769
"15967","Rubella","Florida",1984,50,24,11064644
"15968","Rubella","Florida",1985,43,29,11383474
"15969","Rubella","Florida",1986,43,18,11698722
"15970","Rubella","Florida",1987,46,8,12010988
"15971","Rubella","Florida",1988,39,3,12321008
"15972","Rubella","Florida",1989,38,19,12629652
"15973","Rubella","Florida",1990,40,12,12937926
"15974","Rubella","Florida",1991,38,7,13246692
"15975","Rubella","Florida",1992,43,6,13555784
"15976","Rubella","Florida",1993,44,6,13864752
"15977","Rubella","Florida",1994,46,9,14173127
"15978","Rubella","Florida",1995,46,27,14480420
"15979","Rubella","Florida",1996,36,0,14786125
"15980","Rubella","Florida",1997,30,6,15089720
